sttdis,grpcomb,node001,node002,node003,node004,node005,node006,node007,node008,node009,node010,node011,node012,node013,node014,node015,node016,node017,node018,node019,node020,node021,node022,node023,node024,node025,node026,node027
A12.0,' 'A12.0' ' ' 'S14.21' ','A12.0','A12.0' 'S14.21', , , , , , , , , , , , , , , , , , , , , , , , , 
A12.0,' 'A12.0' ' ' 'S16.0' ','A12.0','A12.0' 'S16.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A12.0,' 'A12.0' ' ' 'S16.0' ' ' 'A12.10' ' ' 'M18.11.0' ','A12.0','A12.0' 'S16.0','A12.0' 'S16.0' 'A12.10','A12.0' 'S16.0' 'A12.10' 'M18.11.0', , , , , , , , , , , , , , , , , , , , , , , 
A12.0,' 'A12.0' ' ' 'S16.0' ' ' 'A12.11' ','A12.0','A12.0' 'S16.0','A12.0' 'S16.0' 'A12.11', , , , , , , , , , , , , , , , , , , , , , , , 
A12.0,' 'A12.0' ' ' 'S16.1' ' ' 'K4.12' ' ' 'k12.16' ' ' 'S16.0' ' ' 'S16.20.0' ' ' 'MS T1.0' ' ' 'S16.29.1' ' ' 'K3.0' ' ' 'N4.0' ' ' 'K9.0' ' ' 'J1.0' ' ' 'S14.0' ' ' 'S1.0' ','A12.0','A12.0' 'S16.1','A12.0' 'S16.1' 'K4.12','A12.0' 'S16.1' 'K4.12' 'k12.16','A12.0' 'S16.1' 'K4.12' 'k12.16' 'S16.0','A12.0' 'S16.1' 'K4.12' 'k12.16' 'S16.0' 'S16.20.0','A12.0' 'S16.1' 'K4.12' 'k12.16' 'S16.0' 'S16.20.0' 'MS T1.0','A12.0' 'S16.1' 'K4.12' 'k12.16' 'S16.0' 'S16.20.0' 'MS T1.0' 'S16.29.1','A12.0' 'S16.1' 'K4.12' 'k12.16' 'S16.0' 'S16.20.0' 'MS T1.0' 'S16.29.1' 'K3.0','A12.0' 'S16.1' 'K4.12' 'k12.16' 'S16.0' 'S16.20.0' 'MS T1.0' 'S16.29.1' 'K3.0' 'N4.0','A12.0' 'S16.1' 'K4.12' 'k12.16' 'S16.0' 'S16.20.0' 'MS T1.0' 'S16.29.1' 'K3.0' 'N4.0' 'K9.0','A12.0' 'S16.1' 'K4.12' 'k12.16' 'S16.0' 'S16.20.0' 'MS T1.0' 'S16.29.1' 'K3.0' 'N4.0' 'K9.0' 'J1.0','A12.0' 'S16.1' 'K4.12' 'k12.16' 'S16.0' 'S16.20.0' 'MS T1.0' 'S16.29.1' 'K3.0' 'N4.0' 'K9.0' 'J1.0' 'S14.0','A12.0' 'S16.1' 'K4.12' 'k12.16' 'S16.0' 'S16.20.0' 'MS T1.0' 'S16.29.1' 'K3.0' 'N4.0' 'K9.0' 'J1.0' 'S14.0' 'S1.0', , , , , , , , , , , , , 
A12.0,' 'A12.0' ' ' 'S18.0' ' ' 'S16.0' ' ' 'S16.30.23' ','A12.0','A12.0' 'S18.0','A12.0' 'S18.0' 'S16.0','A12.0' 'S18.0' 'S16.0' 'S16.30.23', , , , , , , , , , , , , , , , , , , , , , , 
A12.0,' 'A12.0' ' ' 'V2.0' ' ' 'V2.71' ' ' 'S16.30.23' ' ' 'V3.3' ','A12.0','A12.0' 'V2.0','A12.0' 'V2.0' 'V2.71','A12.0' 'V2.0' 'V2.71' 'S16.30.23','A12.0' 'V2.0' 'V2.71' 'S16.30.23' 'V3.3', , , , , , , , , , , , , , , , , , , , , , 
A12.0,' 'A12.0' ' ' 'V2.0' ' ' 'V3.0' ','A12.0','A12.0' 'V2.0','A12.0' 'V2.0' 'V3.0', , , , , , , , , , , , , , , , , , , , , , , , 
A12.0,' 'A12.0' ' ' 'V2.23' ','A12.0','A12.0' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , , 
A12.0,' 'A12.0' ' ' 'V2.23' ' ' 'S13.11' ' ' 'V2.63' ','A12.0','A12.0' 'V2.23','A12.0' 'V2.23' 'S13.11','A12.0' 'V2.23' 'S13.11' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , 
A12.0,' 'A12.0' ' ' 'V2.63' ','A12.0','A12.0' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , , 
A12.0,' 'A12.0' ' ' 'V2.63' ' ' 'K9.0' ','A12.0','A12.0' 'V2.63','A12.0' 'V2.63' 'K9.0', , , , , , , , , , , , , , , , , , , , , , , , 
A12.1,' 'A12.1' ' ' 'A12.0' ' ' 'V2.23' ','A12.1','A12.1' 'A12.0','A12.1' 'A12.0' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , 
A12.1,' 'A12.1' ' ' 'A17.0' ' ' 'V2.0' ','A12.1','A12.1' 'A17.0','A12.1' 'A17.0' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , 
A12.1,' 'A12.1' ' ' 'M10.0' ' ' 'M10.1' ' ' 'MS T1.0' ','A12.1','A12.1' 'M10.0','A12.1' 'M10.0' 'M10.1','A12.1' 'M10.0' 'M10.1' 'MS T1.0', , , , , , , , , , , , , , , , , , , , , , , 
A12.1,' 'A12.1' ' ' 'M10.1' ','A12.1','A12.1' 'M10.1', , , , , , , , , , , , , , , , , , , , , , , , , 
A12.1,' 'A12.1' ' ' 'M10.1' ' ' 'A12.10' ','A12.1','A12.1' 'M10.1','A12.1' 'M10.1' 'A12.10', , , , , , , , , , , , , , , , , , , , , , , , 
A12.1,' 'A12.1' ' ' 'M5.0' ' ' 'M10.1' ' ' 'S16.9' ','A12.1','A12.1' 'M5.0','A12.1' 'M5.0' 'M10.1','A12.1' 'M5.0' 'M10.1' 'S16.9', , , , , , , , , , , , , , , , , , , , , , , 
A12.1,' 'A12.1' ' ' 'S14.17' ' ' 'V2.23' ','A12.1','A12.1' 'S14.17','A12.1' 'S14.17' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , 
A12.1,' 'A12.1' ' ' 'V2.75' ','A12.1','A12.1' 'V2.75', , , , , , , , , , , , , , , , , , , , , , , , , 
A12.10,' 'A12.10' ' ' 'A12.11' ' ' 'M10.0' ','A12.10','A12.10' 'A12.11','A12.10' 'A12.11' 'M10.0', , , , , , , , , , , , , , , , , , , , , , , , 
A12.10,' 'A12.10' ' ' 'A12.11' ' ' 'S16.20.0' ' ' 'V2.0' ','A12.10','A12.10' 'A12.11','A12.10' 'A12.11' 'S16.20.0','A12.10' 'A12.11' 'S16.20.0' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , 
A12.10,' 'A12.10' ' ' 'K2.0' ' ' 'S14.17' ','A12.10','A12.10' 'K2.0','A12.10' 'K2.0' 'S14.17', , , , , , , , , , , , , , , , , , , , , , , , 
A12.10,' 'A12.10' ' ' 'M2.0' ' ' 'S16.0' ','A12.10','A12.10' 'M2.0','A12.10' 'M2.0' 'S16.0', , , , , , , , , , , , , , , , , , , , , , , , 
A12.10,' 'A12.10' ' ' 'P5.0' ','A12.10','A12.10' 'P5.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A12.11,' 'A12.11' ' ' 'K10.38A' ' ' 'S16.0' ' ' 'S16.30.9' ' ' 'V3.1' ','A12.11','A12.11' 'K10.38A','A12.11' 'K10.38A' 'S16.0','A12.11' 'K10.38A' 'S16.0' 'S16.30.9','A12.11' 'K10.38A' 'S16.0' 'S16.30.9' 'V3.1', , , , , , , , , , , , , , , , , , , , , , 
A12.11,' 'A12.11' ' ' 'S14.0' ','A12.11','A12.11' 'S14.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A12.2,' 'A12.2' ' ' 'S2.10' ' ' 'N4.0' ' ' 'V2.77' ' ' 'K4.0' ' ' 'N2.12' ','A12.2','A12.2' 'S2.10','A12.2' 'S2.10' 'N4.0','A12.2' 'S2.10' 'N4.0' 'V2.77','A12.2' 'S2.10' 'N4.0' 'V2.77' 'K4.0','A12.2' 'S2.10' 'N4.0' 'V2.77' 'K4.0' 'N2.12', , , , , , , , , , , , , , , , , , , , , 
A12.3,' 'A12.3' ' ' 'A12.0' ' ' 'M10.1' ','A12.3','A12.3' 'A12.0','A12.3' 'A12.0' 'M10.1', , , , , , , , , , , , , , , , , , , , , , , , 
A12.7,' 'A12.7' ' ' 'P5.0' ','A12.7','A12.7' 'P5.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A12.9,' 'A12.9' ' ' 'N4.0' ' ' 'S14.21' ' ' 'S13.11' ' ' 'V2.23' ','A12.9','A12.9' 'N4.0','A12.9' 'N4.0' 'S14.21','A12.9' 'N4.0' 'S14.21' 'S13.11','A12.9' 'N4.0' 'S14.21' 'S13.11' 'V2.23', , , , , , , , , , , , , , , , , , , , , , 
A12.9,' 'A12.9' ' ' 'S16.21.2' ' ' 'S16.0' ','A12.9','A12.9' 'S16.21.2','A12.9' 'S16.21.2' 'S16.0', , , , , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'A3.0' ','A13.0','A13.0' 'A3.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'A6.0' ' ' 'M10.2' ' ' 'V2.8' ','A13.0','A13.0' 'A6.0','A13.0' 'A6.0' 'M10.2','A13.0' 'A6.0' 'M10.2' 'V2.8', , , , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'A6.0' ' ' 'S2.14' ' ' 'S3.3' ' ' 'V1.0' ','A13.0','A13.0' 'A6.0','A13.0' 'A6.0' 'S2.14','A13.0' 'A6.0' 'S2.14' 'S3.3','A13.0' 'A6.0' 'S2.14' 'S3.3' 'V1.0', , , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'A6.0' ' ' 'V2.63' ','A13.0','A13.0' 'A6.0','A13.0' 'A6.0' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'G9.7' ' ' 'V2.63' ','A13.0','A13.0' 'G9.7','A13.0' 'G9.7' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'M2.0' ' ' 'V15.0' ','A13.0','A13.0' 'M2.0','A13.0' 'M2.0' 'V15.0', , , , , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'P5.0' ','A13.0','A13.0' 'P5.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'P5.0' ' ' 'V2.63' ','A13.0','A13.0' 'P5.0','A13.0' 'P5.0' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'S13.11' ','A13.0','A13.0' 'S13.11', , , , , , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'S14.0' ' ' 'A6.0' ' ' 'H2.0' ' ' 'G8.0' ' ' 'G13.0' ','A13.0','A13.0' 'S14.0','A13.0' 'S14.0' 'A6.0','A13.0' 'S14.0' 'A6.0' 'H2.0','A13.0' 'S14.0' 'A6.0' 'H2.0' 'G8.0','A13.0' 'S14.0' 'A6.0' 'H2.0' 'G8.0' 'G13.0', , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'S14.21' ','A13.0','A13.0' 'S14.21', , , , , , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'S14.23' ' ' 'S15.31' ','A13.0','A13.0' 'S14.23','A13.0' 'S14.23' 'S15.31', , , , , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'S16.0' ' ' 'K9.0' ','A13.0','A13.0' 'S16.0','A13.0' 'S16.0' 'K9.0', , , , , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'S4.0' ' ' 'V2.0' ' ' 'A13.2' ' ' 'A2.0' ' ' 'A9.0' ','A13.0','A13.0' 'S4.0','A13.0' 'S4.0' 'V2.0','A13.0' 'S4.0' 'V2.0' 'A13.2','A13.0' 'S4.0' 'V2.0' 'A13.2' 'A2.0','A13.0' 'S4.0' 'V2.0' 'A13.2' 'A2.0' 'A9.0', , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'V1.0' ' ' 'A6.0' ' ' 'MS M1.0' ','A13.0','A13.0' 'V1.0','A13.0' 'V1.0' 'A6.0','A13.0' 'V1.0' 'A6.0' 'MS M1.0', , , , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'V2.0' ','A13.0','A13.0' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'V2.2' ' ' 'A13.2' ' ' 'P5.0' ' ' 'V2.63' ' ' 'MS M1.0' ' ' 'V2.8' ','A13.0','A13.0' 'V2.2','A13.0' 'V2.2' 'A13.2','A13.0' 'V2.2' 'A13.2' 'P5.0','A13.0' 'V2.2' 'A13.2' 'P5.0' 'V2.63','A13.0' 'V2.2' 'A13.2' 'P5.0' 'V2.63' 'MS M1.0','A13.0' 'V2.2' 'A13.2' 'P5.0' 'V2.63' 'MS M1.0' 'V2.8', , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'V2.23' ','A13.0','A13.0' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , , 
A13.0,' 'A13.0' ' ' 'V2.36' ' ' 'V2.63' ','A13.0','A13.0' 'V2.36','A13.0' 'V2.36' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
A13.2,' 'A13.2' ' ' 'K1.0' ' ' 'V2.63' ','A13.2','A13.2' 'K1.0','A13.2' 'K1.0' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
A13.2,' 'A13.2' ' ' 'M10.1' ','A13.2','A13.2' 'M10.1', , , , , , , , , , , , , , , , , , , , , , , , , 
A13.2,' 'A13.2' ' ' 'P5.0' ' ' 'M2.0' ','A13.2','A13.2' 'P5.0','A13.2' 'P5.0' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , , 
A13.2,' 'A13.2' ' ' 'V2.0' ','A13.2','A13.2' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A13.2,' 'A13.2' ' ' 'V2.63' ','A13.2','A13.2' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , , 
A16.0,' 'A16.0' ' ' 'A5.0' ' ' 'M2.0' ','A16.0','A16.0' 'A5.0','A16.0' 'A5.0' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , , 
A16.0,' 'A16.0' ' ' 'M2.0' ','A16.0','A16.0' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A16.0,' 'A16.0' ' ' 'M5.2' ' ' 'V2.23' ' ' 'N4.12' ','A16.0','A16.0' 'M5.2','A16.0' 'M5.2' 'V2.23','A16.0' 'M5.2' 'V2.23' 'N4.12', , , , , , , , , , , , , , , , , , , , , , , 
A16.0,' 'A16.0' ' ' 'P5.0' ' ' 'S3.0' ' ' 'MS R1' ' ' 'V2.63' ' ' 'G8.0' ','A16.0','A16.0' 'P5.0','A16.0' 'P5.0' 'S3.0','A16.0' 'P5.0' 'S3.0' 'MS R1','A16.0' 'P5.0' 'S3.0' 'MS R1' 'V2.63','A16.0' 'P5.0' 'S3.0' 'MS R1' 'V2.63' 'G8.0', , , , , , , , , , , , , , , , , , , , , 
A16.0,' 'A16.0' ' ' 'V2.23' ','A16.0','A16.0' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , , 
A16.0,' 'A16.0' ' ' 'V2.23' ' ' 'P5.0' ','A16.0','A16.0' 'V2.23','A16.0' 'V2.23' 'P5.0', , , , , , , , , , , , , , , , , , , , , , , , 
A16.0,' 'A16.0' ' ' 'V2.23' ' ' 'V2.2' ','A16.0','A16.0' 'V2.23','A16.0' 'V2.23' 'V2.2', , , , , , , , , , , , , , , , , , , , , , , , 
A16.0,' 'A16.0' ' ' 'k11.0' ' ' 'A3.0' ','A16.0','A16.0' 'k11.0','A16.0' 'k11.0' 'A3.0', , , , , , , , , , , , , , , , , , , , , , , , 
A16.2,' 'A16.2' ' ' 'A3.0' ' ' 'J1.0' ' ' 'V2.63' ' ' 'N4.0' ','A16.2','A16.2' 'A3.0','A16.2' 'A3.0' 'J1.0','A16.2' 'A3.0' 'J1.0' 'V2.63','A16.2' 'A3.0' 'J1.0' 'V2.63' 'N4.0', , , , , , , , , , , , , , , , , , , , , , 
A16.2,' 'A16.2' ' ' 'G8.2' ' ' 'S14.3' ' ' 'G8.0' ','A16.2','A16.2' 'G8.2','A16.2' 'G8.2' 'S14.3','A16.2' 'G8.2' 'S14.3' 'G8.0', , , , , , , , , , , , , , , , , , , , , , , 
A16.2,' 'A16.2' ' ' 'G8.5' ' ' 'A16.6' ' ' 'P5.4' ' ' 'A16.0' ','A16.2','A16.2' 'G8.5','A16.2' 'G8.5' 'A16.6','A16.2' 'G8.5' 'A16.6' 'P5.4','A16.2' 'G8.5' 'A16.6' 'P5.4' 'A16.0', , , , , , , , , , , , , , , , , , , , , , 
A17.0,' 'A17.0' ' ' 'V2.75' ','A17.0','A17.0' 'V2.75', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ','A2.0', , , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A1.0' ','A2.0','A2.0' 'A1.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A1.0' ' ' 'A2.1' ','A2.0','A2.0' 'A1.0','A2.0' 'A1.0' 'A2.1', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A11.0' ' ' 'M10.2' ','A2.0','A2.0' 'A11.0','A2.0' 'A11.0' 'M10.2', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A11.2' ','A2.0','A2.0' 'A11.2', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A16.0' ' ' 'G8.0' ','A2.0','A2.0' 'A16.0','A2.0' 'A16.0' 'G8.0', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A2.1' ' ' 'V2.0' ','A2.0','A2.0' 'A2.1','A2.0' 'A2.1' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A2.1' ' ' 'V2.63' ','A2.0','A2.0' 'A2.1','A2.0' 'A2.1' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A2.3' ','A2.0','A2.0' 'A2.3', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A2.3' ' ' 'V1.0' ','A2.0','A2.0' 'A2.3','A2.0' 'A2.3' 'V1.0', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A2.3' ' ' 'V1.0' ' ' 'V2.0' ','A2.0','A2.0' 'A2.3','A2.0' 'A2.3' 'V1.0','A2.0' 'A2.3' 'V1.0' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A2.3' ' ' 'V2.0' ','A2.0','A2.0' 'A2.3','A2.0' 'A2.3' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A3.0' ','A2.0','A2.0' 'A3.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A6.0' ','A2.0','A2.0' 'A6.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A6.0' ' ' 'MS G1.0' ','A2.0','A2.0' 'A6.0','A2.0' 'A6.0' 'MS G1.0', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A6.0' ' ' 'S15.38' ' ' 'S2.10' ','A2.0','A2.0' 'A6.0','A2.0' 'A6.0' 'S15.38','A2.0' 'A6.0' 'S15.38' 'S2.10', , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A6.0' ' ' 'V2.0' ','A2.0','A2.0' 'A6.0','A2.0' 'A6.0' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A6.0' ' ' 'V2.63' ' ' 'V2.75' ','A2.0','A2.0' 'A6.0','A2.0' 'A6.0' 'V2.63','A2.0' 'A6.0' 'V2.63' 'V2.75', , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A6.0' ' ' 'V5.0' ' ' 'J1.0' ' ' 'K2.0' ' ' 'N2.18' ' ' 'S13.11' ' ' 'V2.10' ','A2.0','A2.0' 'A6.0','A2.0' 'A6.0' 'V5.0','A2.0' 'A6.0' 'V5.0' 'J1.0','A2.0' 'A6.0' 'V5.0' 'J1.0' 'K2.0','A2.0' 'A6.0' 'V5.0' 'J1.0' 'K2.0' 'N2.18','A2.0' 'A6.0' 'V5.0' 'J1.0' 'K2.0' 'N2.18' 'S13.11','A2.0' 'A6.0' 'V5.0' 'J1.0' 'K2.0' 'N2.18' 'S13.11' 'V2.10', , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A6.2' ','A2.0','A2.0' 'A6.2', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A7.0' ','A2.0','A2.0' 'A7.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A7.0' ' ' 'S14.7' ' ' 'S15.31' ','A2.0','A2.0' 'A7.0','A2.0' 'A7.0' 'S14.7','A2.0' 'A7.0' 'S14.7' 'S15.31', , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'A7A.0' ' ' 'S0.0' ','A2.0','A2.0' 'A7A.0','A2.0' 'A7A.0' 'S0.0', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'B1.34' ','A2.0','A2.0' 'B1.34', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'B3.0' ' ' 'M2.0' ','A2.0','A2.0' 'B3.0','A2.0' 'B3.0' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'D0.0' ','A2.0','A2.0' 'D0.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'G6.0' ','A2.0','A2.0' 'G6.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'G9.0' ' ' 'M2.0' ','A2.0','A2.0' 'G9.0','A2.0' 'G9.0' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'G9.4' ' ' 'S14.0' ' ' 'S14.6' ' ' 'V2.63' ','A2.0','A2.0' 'G9.4','A2.0' 'G9.4' 'S14.0','A2.0' 'G9.4' 'S14.0' 'S14.6','A2.0' 'G9.4' 'S14.0' 'S14.6' 'V2.63', , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'G9.7' ','A2.0','A2.0' 'G9.7', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'G9.7' ' ' 'K10.23' ','A2.0','A2.0' 'G9.7','A2.0' 'G9.7' 'K10.23', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'J1.0' ' ' 'J1.6' ','A2.0','A2.0' 'J1.0','A2.0' 'J1.0' 'J1.6', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'J1.0' ' ' 'K2.0' ','A2.0','A2.0' 'J1.0','A2.0' 'J1.0' 'K2.0', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'K10.29' ' ' 'MS G1.0' ' ' 'V2.63' ','A2.0','A2.0' 'K10.29','A2.0' 'K10.29' 'MS G1.0','A2.0' 'K10.29' 'MS G1.0' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'K10.52.8' ','A2.0','A2.0' 'K10.52.8', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'K10.52.8' ' ' 'V2.0' ' ' 'V5.0' ' ' 'N4.35' ' ' 'N4.40.20.1' ','A2.0','A2.0' 'K10.52.8','A2.0' 'K10.52.8' 'V2.0','A2.0' 'K10.52.8' 'V2.0' 'V5.0','A2.0' 'K10.52.8' 'V2.0' 'V5.0' 'N4.35','A2.0' 'K10.52.8' 'V2.0' 'V5.0' 'N4.35' 'N4.40.20.1', , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'K2.0' ','A2.0','A2.0' 'K2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'K2.0' ' ' 'V2.0' ','A2.0','A2.0' 'K2.0','A2.0' 'K2.0' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'K2.5' ','A2.0','A2.0' 'K2.5', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'K3.0' ','A2.0','A2.0' 'K3.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'K3.0' ' ' 'V2.0' ','A2.0','A2.0' 'K3.0','A2.0' 'K3.0' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'K4.0' ' ' 'V2.63' ' ' 'P5.0' ' ' 'N4.0' ' ' 'P5.5' ' ' 'A6.0' ','A2.0','A2.0' 'K4.0','A2.0' 'K4.0' 'V2.63','A2.0' 'K4.0' 'V2.63' 'P5.0','A2.0' 'K4.0' 'V2.63' 'P5.0' 'N4.0','A2.0' 'K4.0' 'V2.63' 'P5.0' 'N4.0' 'P5.5','A2.0' 'K4.0' 'V2.63' 'P5.0' 'N4.0' 'P5.5' 'A6.0', , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'K4.11' ','A2.0','A2.0' 'K4.11', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'K4.13' ' ' 'M18.9.1' ' ' 'M2.0' ','A2.0','A2.0' 'K4.13','A2.0' 'K4.13' 'M18.9.1','A2.0' 'K4.13' 'M18.9.1' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'K9.0' ','A2.0','A2.0' 'K9.0', , , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'M10.1' ' ' 'M18.12.0' ' ' 'A12.0' ' ' 'A12.11' ','A2.0','A2.0' 'M10.1','A2.0' 'M10.1' 'M18.12.0','A2.0' 'M10.1' 'M18.12.0' 'A12.0','A2.0' 'M10.1' 'M18.12.0' 'A12.0' 'A12.11', , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'M10.1' ' ' 'P5.0' ' ' 'S13.11' ','A2.0','A2.0' 'M10.1','A2.0' 'M10.1' 'P5.0','A2.0' 'M10.1' 'P5.0' 'S13.11', , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'M10.1' ' ' 'P5.0' ' ' 'V2.63' ','A2.0','A2.0' 'M10.1','A2.0' 'M10.1' 'P5.0','A2.0' 'M10.1' 'P5.0' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'M10.1' ' ' 'V2.63' ','A2.0','A2.0' 'M10.1','A2.0' 'M10.1' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
A2.0,' 'A2.0' ' ' 'M18.11.2' ','A2.0','A2.0' 'M18.11.2', , , , , , , , , , , , , , , , , , , , , , , , , 
