discomb,descomb,numcomb,grpcomb,npt,sttdis,node
'K2.0' 'S10.4' 'MS G1.0' 'V2.0' 'A2.0','OTHER: Kaasa 'RMSD: Stambha - Greevaa Stambha 'OTHER: Greeva Graha 'RMSD: Vaatavyaadhi 'RMSD: Aamavaata,5,' 'K2.0' ' ' 'S10.4' ' ' 'MS G1.0' ' ' 'V2.0' ' ' 'A2.0' ' ' 'A13.0' ' ' 'N2.21.1' ',1,K2.0,5
'K2.0' 'S14.0' 'A12.1' 'A12.0' 'S4.0','OTHER: Kaasa 'RMSD: Sthaanabhedena Shoola 'OTHER: Artava Vyapad - Anartava 'OTHER: Artava Vyapad 'OTHER: Shvaasa,5,' 'K2.0' ' ' 'S14.0' ' ' 'A12.1' ' ' 'A12.0' ' ' 'S4.0' ' ' 'N4.0' ' ' 'A6.0' ' ' 'G9.0' ',1,K2.0,5
'K2.0' 'S14.21' 'V2.63' 'S14.0' 'M2.0','OTHER: Kaasa 'RMSD: Sthaanabhedena Shoola - Katee Shoola 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'RMSD: Sthaanabhedena Shoola 'Metabolic: Madhumeha,5,' 'K2.0' ' ' 'S14.21' ' ' 'V2.63' ' ' 'S14.0' ' ' 'M2.0' ',1,K2.0,5
'K2.0' 'S16.0' 'N4.0' 'S16.20.7' 'A6.0','OTHER: Kaasa 'Metabolic: Sthaulya 'OTHER: Netra Roga 'OTHER: STREEROGA - RAJONIVRITHI 'OTHER: Amlapitta,5,' 'K2.0' ' ' 'S16.0' ' ' 'N4.0' ' ' 'S16.20.7' ' ' 'A6.0' ' ' 'V2.10' ' ' 'V2.23' ' ' 'V5.1' ' ' 'V11.1' ',1,K2.0,5
'K2.0' 'V2.0' 'MS M1.0' 'A11.0' 'N4.13','OTHER: Kaasa 'RMSD: Vaatavyaadhi 'OTHER: Mutrashteela 'OTHER: Arshas 'OTHER: Netra Roga - Kaphaja Linganaasha Shastrakarma Pashchaat,5,' 'K2.0' ' ' 'V2.0' ' ' 'MS M1.0' ' ' 'A11.0' ' ' 'N4.13' ',1,K2.0,5
'K2.0' 'Y1' 'A6.0' 'A5.0' 'M10.2','OTHER: Kaasa 'OTHER: Yakrit Dosha 'OTHER: Amlapitta 'OTHER: Ajeerna 'Metabolic: Medoroga - Sukshma medho roga,5,' 'K2.0' ' ' 'Y1' ' ' 'A6.0' ' ' 'A5.0' ' ' 'M10.2' ',1,K2.0,5
'K2.0' 'Y1' 'M2.0' 'P5.0' 'V2.2','OTHER: Kaasa 'OTHER: Yakrit Dosha 'Metabolic: Madhumeha 'Metabolic: Prameha 'OTHER: Vaatavyaadhi - Aadhmaana,5,' 'K2.0' ' ' 'Y1' ' ' 'M2.0' ' ' 'P5.0' ' ' 'V2.2' ',1,K2.0,5
'K2.0' 'M18.9.21' 'N2.18' 'N4.46.2.0' 'P5.0' 'K3.0','OTHER: Kaasa 'OTHER: Mukha Roga - Dantagata Roga - Krimidanta 'OTHER: Naasaa Roga - Peenasa 'OTHER: Netra Roga - Shuklagata - Arma 'Metabolic: Prameha 'OTHER: Kandoo,6,' 'K2.0' ' ' 'M18.9.21' ' ' 'N2.18' ' ' 'N4.46.2.0' ' ' 'P5.0' ' ' 'K3.0' ' ' 'V2.63' ' ' 'Y1' ' ' 'K4.14' ' ' 'V2.23' ',1,K2.0,6
'K2.0' 'M18.9.3' 'V2.34.0' 'H2.0' 'P5.0' 'M2.0','OTHER: Kaasa 'OTHER: Mukha Roga - Dantagata Roga  - Danta Maamsa Paaka 'OTHER: Vaatavyaadhi - Kampa 'OTHER: Hridroga 'Metabolic: Prameha 'Metabolic: Madhumeha,6,' 'K2.0' ' ' 'M18.9.3' ' ' 'V2.34.0' ' ' 'H2.0' ' ' 'P5.0' ' ' 'M2.0' ' ' 'V2.56.0' ' ' 'S17.0' ' ' 'N2.18' ' ' 'A16.0' ',1,K2.0,6
'K2.0' 'N2.21.0' 'P2.0' 'V2.64' 'Y8.23' 'V2.0','OTHER: Kaasa 'OTHER: Naasaa Roga - Pratishyaaya 'OTHER: Pandu 'RMSD: Vaatavyaadhi - Sarvaangagata Vaata 'OTHER: Yonivyaapad - Udaavartaa 'RMSD: Vaatavyaadhi,6,' 'K2.0' ' ' 'N2.21.0' ' ' 'P2.0' ' ' 'V2.64' ' ' 'Y8.23' ' ' 'V2.0' ' ' 'N2.21.1' ' ' 'S3.0' ' ' 'S14.0' ',1,K2.0,6
'K2.0' 'N4.0' 'P5.0' 'U1.0' 'V2.23' 'N2.18','OTHER: Kaasa 'OTHER: Netra Roga 'Metabolic: Prameha 'OTHER: Udaavarta 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Naasaa Roga - Peenasa,6,' 'K2.0' ' ' 'N4.0' ' ' 'P5.0' ' ' 'U1.0' ' ' 'V2.23' ' ' 'N2.18' ' ' 'V2.10' ' ' 'J1.0' ' ' 'V2.63' ',1,K2.0,6
'K2.0' 'P5.0' 'M2.0' 'S14.21' 'V2.23' 'MS M1.0','OTHER: Kaasa 'Metabolic: Prameha 'Metabolic: Madhumeha 'RMSD: Sthaanabhedena Shoola - Katee Shoola 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Mutrashteela,6,' 'K2.0' ' ' 'P5.0' ' ' 'M2.0' ' ' 'S14.21' ' ' 'V2.23' ' ' 'MS M1.0' ' ' 'K10.38A' ',1,K2.0,6
'K2.0' 'S10.4' 'MS G1.0' 'V2.0' 'A2.0' 'A13.0','OTHER: Kaasa 'RMSD: Stambha - Greevaa Stambha 'OTHER: Greeva Graha 'RMSD: Vaatavyaadhi 'RMSD: Aamavaata 'OTHER: Ashmaree,6,' 'K2.0' ' ' 'S10.4' ' ' 'MS G1.0' ' ' 'V2.0' ' ' 'A2.0' ' ' 'A13.0' ' ' 'N2.21.1' ',1,K2.0,6
'K2.0' 'S14.0' 'A12.1' 'A12.0' 'S4.0' 'N4.0','OTHER: Kaasa 'RMSD: Sthaanabhedena Shoola 'OTHER: Artava Vyapad - Anartava 'OTHER: Artava Vyapad 'OTHER: Shvaasa 'OTHER: Netra Roga,6,' 'K2.0' ' ' 'S14.0' ' ' 'A12.1' ' ' 'A12.0' ' ' 'S4.0' ' ' 'N4.0' ' ' 'A6.0' ' ' 'G9.0' ',1,K2.0,6
'K2.0' 'S16.0' 'N4.0' 'S16.20.7' 'A6.0' 'V2.10','OTHER: Kaasa 'Metabolic: Sthaulya 'OTHER: Netra Roga 'OTHER: STREEROGA - RAJONIVRITHI 'OTHER: Amlapitta 'OTHER: Vaatavyaadhi - Avabaahuka,6,' 'K2.0' ' ' 'S16.0' ' ' 'N4.0' ' ' 'S16.20.7' ' ' 'A6.0' ' ' 'V2.10' ' ' 'V2.23' ' ' 'V5.1' ' ' 'V11.1' ',1,K2.0,6
'K2.0' 'M18.9.21' 'N2.18' 'N4.46.2.0' 'P5.0' 'K3.0' 'V2.63','OTHER: Kaasa 'OTHER: Mukha Roga - Dantagata Roga - Krimidanta 'OTHER: Naasaa Roga - Peenasa 'OTHER: Netra Roga - Shuklagata - Arma 'Metabolic: Prameha 'OTHER: Kandoo 'RMSD: Vaatavyaadhi - Sandhigata Vaata,7,' 'K2.0' ' ' 'M18.9.21' ' ' 'N2.18' ' ' 'N4.46.2.0' ' ' 'P5.0' ' ' 'K3.0' ' ' 'V2.63' ' ' 'Y1' ' ' 'K4.14' ' ' 'V2.23' ',1,K2.0,7
'K2.0' 'M18.9.3' 'V2.34.0' 'H2.0' 'P5.0' 'M2.0' 'V2.56.0','OTHER: Kaasa 'OTHER: Mukha Roga - Dantagata Roga  - Danta Maamsa Paaka 'OTHER: Vaatavyaadhi - Kampa 'OTHER: Hridroga 'Metabolic: Prameha 'Metabolic: Madhumeha 'OTHER: Vaatavyaadhi - Pakshavadha,7,' 'K2.0' ' ' 'M18.9.3' ' ' 'V2.34.0' ' ' 'H2.0' ' ' 'P5.0' ' ' 'M2.0' ' ' 'V2.56.0' ' ' 'S17.0' ' ' 'N2.18' ' ' 'A16.0' ',1,K2.0,7
'K2.0' 'N2.21.0' 'P2.0' 'V2.64' 'Y8.23' 'V2.0' 'N2.21.1','OTHER: Kaasa 'OTHER: Naasaa Roga - Pratishyaaya 'OTHER: Pandu 'RMSD: Vaatavyaadhi - Sarvaangagata Vaata 'OTHER: Yonivyaapad - Udaavartaa 'RMSD: Vaatavyaadhi 'OTHER: Naasaa Roga - Pratishyaaya - Dushta Pratishyaaya,7,' 'K2.0' ' ' 'N2.21.0' ' ' 'P2.0' ' ' 'V2.64' ' ' 'Y8.23' ' ' 'V2.0' ' ' 'N2.21.1' ' ' 'S3.0' ' ' 'S14.0' ',1,K2.0,7
'K2.0' 'N4.0' 'P5.0' 'U1.0' 'V2.23' 'N2.18' 'V2.10','OTHER: Kaasa 'OTHER: Netra Roga 'Metabolic: Prameha 'OTHER: Udaavarta 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Naasaa Roga - Peenasa 'OTHER: Vaatavyaadhi - Avabaahuka,7,' 'K2.0' ' ' 'N4.0' ' ' 'P5.0' ' ' 'U1.0' ' ' 'V2.23' ' ' 'N2.18' ' ' 'V2.10' ' ' 'J1.0' ' ' 'V2.63' ',1,K2.0,7
'K2.0' 'P5.0' 'M2.0' 'S14.21' 'V2.23' 'MS M1.0' 'K10.38A','OTHER: Kaasa 'Metabolic: Prameha 'Metabolic: Madhumeha 'RMSD: Sthaanabhedena Shoola - Katee Shoola 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Mutrashteela 'OTHER: Kshudra Roga - Parikartikaa,7,' 'K2.0' ' ' 'P5.0' ' ' 'M2.0' ' ' 'S14.21' ' ' 'V2.23' ' ' 'MS M1.0' ' ' 'K10.38A' ',1,K2.0,7
'K2.0' 'S10.4' 'MS G1.0' 'V2.0' 'A2.0' 'A13.0' 'N2.21.1','OTHER: Kaasa 'RMSD: Stambha - Greevaa Stambha 'OTHER: Greeva Graha 'RMSD: Vaatavyaadhi 'RMSD: Aamavaata 'OTHER: Ashmaree 'OTHER: Naasaa Roga - Pratishyaaya - Dushta Pratishyaaya,7,' 'K2.0' ' ' 'S10.4' ' ' 'MS G1.0' ' ' 'V2.0' ' ' 'A2.0' ' ' 'A13.0' ' ' 'N2.21.1' ',1,K2.0,7
'K2.0' 'S14.0' 'A12.1' 'A12.0' 'S4.0' 'N4.0' 'A6.0','OTHER: Kaasa 'RMSD: Sthaanabhedena Shoola 'OTHER: Artava Vyapad - Anartava 'OTHER: Artava Vyapad 'OTHER: Shvaasa 'OTHER: Netra Roga 'OTHER: Amlapitta,7,' 'K2.0' ' ' 'S14.0' ' ' 'A12.1' ' ' 'A12.0' ' ' 'S4.0' ' ' 'N4.0' ' ' 'A6.0' ' ' 'G9.0' ',1,K2.0,7
'K2.0' 'S16.0' 'N4.0' 'S16.20.7' 'A6.0' 'V2.10' 'V2.23','OTHER: Kaasa 'Metabolic: Sthaulya 'OTHER: Netra Roga 'OTHER: STREEROGA - RAJONIVRITHI 'OTHER: Amlapitta 'OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Gridhrasee,7,' 'K2.0' ' ' 'S16.0' ' ' 'N4.0' ' ' 'S16.20.7' ' ' 'A6.0' ' ' 'V2.10' ' ' 'V2.23' ' ' 'V5.1' ' ' 'V11.1' ',1,K2.0,7
'K2.0' 'M18.9.21' 'N2.18' 'N4.46.2.0' 'P5.0' 'K3.0' 'V2.63' 'Y1','OTHER: Kaasa 'OTHER: Mukha Roga - Dantagata Roga - Krimidanta 'OTHER: Naasaa Roga - Peenasa 'OTHER: Netra Roga - Shuklagata - Arma 'Metabolic: Prameha 'OTHER: Kandoo 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Yakrit Dosha,8,' 'K2.0' ' ' 'M18.9.21' ' ' 'N2.18' ' ' 'N4.46.2.0' ' ' 'P5.0' ' ' 'K3.0' ' ' 'V2.63' ' ' 'Y1' ' ' 'K4.14' ' ' 'V2.23' ',1,K2.0,8
'K2.0' 'M18.9.3' 'V2.34.0' 'H2.0' 'P5.0' 'M2.0' 'V2.56.0' 'S17.0','OTHER: Kaasa 'OTHER: Mukha Roga - Dantagata Roga  - Danta Maamsa Paaka 'OTHER: Vaatavyaadhi - Kampa 'OTHER: Hridroga 'Metabolic: Prameha 'Metabolic: Madhumeha 'OTHER: Vaatavyaadhi - Pakshavadha 'OTHER: Supti,8,' 'K2.0' ' ' 'M18.9.3' ' ' 'V2.34.0' ' ' 'H2.0' ' ' 'P5.0' ' ' 'M2.0' ' ' 'V2.56.0' ' ' 'S17.0' ' ' 'N2.18' ' ' 'A16.0' ',1,K2.0,8
'K2.0' 'N2.21.0' 'P2.0' 'V2.64' 'Y8.23' 'V2.0' 'N2.21.1' 'S3.0','OTHER: Kaasa 'OTHER: Naasaa Roga - Pratishyaaya 'OTHER: Pandu 'RMSD: Vaatavyaadhi - Sarvaangagata Vaata 'OTHER: Yonivyaapad - Udaavartaa 'RMSD: Vaatavyaadhi 'OTHER: Naasaa Roga - Pratishyaaya - Dushta Pratishyaaya 'OTHER: Shotha,8,' 'K2.0' ' ' 'N2.21.0' ' ' 'P2.0' ' ' 'V2.64' ' ' 'Y8.23' ' ' 'V2.0' ' ' 'N2.21.1' ' ' 'S3.0' ' ' 'S14.0' ',1,K2.0,8
'K2.0' 'N4.0' 'P5.0' 'U1.0' 'V2.23' 'N2.18' 'V2.10' 'J1.0','OTHER: Kaasa 'OTHER: Netra Roga 'Metabolic: Prameha 'OTHER: Udaavarta 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Naasaa Roga - Peenasa 'OTHER: Vaatavyaadhi - Avabaahuka 'OTHER: Jwara,8,' 'K2.0' ' ' 'N4.0' ' ' 'P5.0' ' ' 'U1.0' ' ' 'V2.23' ' ' 'N2.18' ' ' 'V2.10' ' ' 'J1.0' ' ' 'V2.63' ',1,K2.0,8
'K2.0' 'S14.0' 'A12.1' 'A12.0' 'S4.0' 'N4.0' 'A6.0' 'G9.0','OTHER: Kaasa 'RMSD: Sthaanabhedena Shoola 'OTHER: Artava Vyapad - Anartava 'OTHER: Artava Vyapad 'OTHER: Shvaasa 'OTHER: Netra Roga 'OTHER: Amlapitta 'OTHER: Granthi,8,' 'K2.0' ' ' 'S14.0' ' ' 'A12.1' ' ' 'A12.0' ' ' 'S4.0' ' ' 'N4.0' ' ' 'A6.0' ' ' 'G9.0' ',1,K2.0,8
'K2.0' 'S16.0' 'N4.0' 'S16.20.7' 'A6.0' 'V2.10' 'V2.23' 'V5.1','OTHER: Kaasa 'Metabolic: Sthaulya 'OTHER: Netra Roga 'OTHER: STREEROGA - RAJONIVRITHI 'OTHER: Amlapitta 'OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Vibandha - Mala Vibandha,8,' 'K2.0' ' ' 'S16.0' ' ' 'N4.0' ' ' 'S16.20.7' ' ' 'A6.0' ' ' 'V2.10' ' ' 'V2.23' ' ' 'V5.1' ' ' 'V11.1' ',1,K2.0,8
'K2.0' 'M18.9.21' 'N2.18' 'N4.46.2.0' 'P5.0' 'K3.0' 'V2.63' 'Y1' 'K4.14','OTHER: Kaasa 'OTHER: Mukha Roga - Dantagata Roga - Krimidanta 'OTHER: Naasaa Roga - Peenasa 'OTHER: Netra Roga - Shuklagata - Arma 'Metabolic: Prameha 'OTHER: Kandoo 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Yakrit Dosha 'OTHER: Karna Roga - Karnakshveda,9,' 'K2.0' ' ' 'M18.9.21' ' ' 'N2.18' ' ' 'N4.46.2.0' ' ' 'P5.0' ' ' 'K3.0' ' ' 'V2.63' ' ' 'Y1' ' ' 'K4.14' ' ' 'V2.23' ',1,K2.0,9
'K2.0' 'M18.9.3' 'V2.34.0' 'H2.0' 'P5.0' 'M2.0' 'V2.56.0' 'S17.0' 'N2.18','OTHER: Kaasa 'OTHER: Mukha Roga - Dantagata Roga  - Danta Maamsa Paaka 'OTHER: Vaatavyaadhi - Kampa 'OTHER: Hridroga 'Metabolic: Prameha 'Metabolic: Madhumeha 'OTHER: Vaatavyaadhi - Pakshavadha 'OTHER: Supti 'OTHER: Naasaa Roga - Peenasa,9,' 'K2.0' ' ' 'M18.9.3' ' ' 'V2.34.0' ' ' 'H2.0' ' ' 'P5.0' ' ' 'M2.0' ' ' 'V2.56.0' ' ' 'S17.0' ' ' 'N2.18' ' ' 'A16.0' ',1,K2.0,9
'K2.0' 'N2.21.0' 'P2.0' 'V2.64' 'Y8.23' 'V2.0' 'N2.21.1' 'S3.0' 'S14.0','OTHER: Kaasa 'OTHER: Naasaa Roga - Pratishyaaya 'OTHER: Pandu 'RMSD: Vaatavyaadhi - Sarvaangagata Vaata 'OTHER: Yonivyaapad - Udaavartaa 'RMSD: Vaatavyaadhi 'OTHER: Naasaa Roga - Pratishyaaya - Dushta Pratishyaaya 'OTHER: Shotha 'RMSD: Sthaanabhedena Shoola,9,' 'K2.0' ' ' 'N2.21.0' ' ' 'P2.0' ' ' 'V2.64' ' ' 'Y8.23' ' ' 'V2.0' ' ' 'N2.21.1' ' ' 'S3.0' ' ' 'S14.0' ',1,K2.0,9
'K2.0' 'N4.0' 'P5.0' 'U1.0' 'V2.23' 'N2.18' 'V2.10' 'J1.0' 'V2.63','OTHER: Kaasa 'OTHER: Netra Roga 'Metabolic: Prameha 'OTHER: Udaavarta 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Naasaa Roga - Peenasa 'OTHER: Vaatavyaadhi - Avabaahuka 'OTHER: Jwara 'RMSD: Vaatavyaadhi - Sandhigata Vaata,9,' 'K2.0' ' ' 'N4.0' ' ' 'P5.0' ' ' 'U1.0' ' ' 'V2.23' ' ' 'N2.18' ' ' 'V2.10' ' ' 'J1.0' ' ' 'V2.63' ',1,K2.0,9
'K2.0' 'S16.0' 'N4.0' 'S16.20.7' 'A6.0' 'V2.10' 'V2.23' 'V5.1' 'V11.1','OTHER: Kaasa 'Metabolic: Sthaulya 'OTHER: Netra Roga 'OTHER: STREEROGA - RAJONIVRITHI 'OTHER: Amlapitta 'OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Vibandha - Mala Vibandha 'OTHER: Vatavyadhi - Gatatva  - Amashayagata Vata,9,' 'K2.0' ' ' 'S16.0' ' ' 'N4.0' ' ' 'S16.20.7' ' ' 'A6.0' ' ' 'V2.10' ' ' 'V2.23' ' ' 'V5.1' ' ' 'V11.1' ',1,K2.0,9
'K2.0' 'M18.9.21' 'N2.18' 'N4.46.2.0' 'P5.0' 'K3.0' 'V2.63' 'Y1' 'K4.14' 'V2.23','OTHER: Kaasa 'OTHER: Mukha Roga - Dantagata Roga - Krimidanta 'OTHER: Naasaa Roga - Peenasa 'OTHER: Netra Roga - Shuklagata - Arma 'Metabolic: Prameha 'OTHER: Kandoo 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Yakrit Dosha 'OTHER: Karna Roga - Karnakshveda 'RMSD: Vaatavyaadhi - Gridhrasee,10,' 'K2.0' ' ' 'M18.9.21' ' ' 'N2.18' ' ' 'N4.46.2.0' ' ' 'P5.0' ' ' 'K3.0' ' ' 'V2.63' ' ' 'Y1' ' ' 'K4.14' ' ' 'V2.23' ',1,K2.0,10
'K2.0' 'M18.9.3' 'V2.34.0' 'H2.0' 'P5.0' 'M2.0' 'V2.56.0' 'S17.0' 'N2.18' 'A16.0','OTHER: Kaasa 'OTHER: Mukha Roga - Dantagata Roga  - Danta Maamsa Paaka 'OTHER: Vaatavyaadhi - Kampa 'OTHER: Hridroga 'Metabolic: Prameha 'Metabolic: Madhumeha 'OTHER: Vaatavyaadhi - Pakshavadha 'OTHER: Supti 'OTHER: Naasaa Roga - Peenasa 'OTHER: Atisaara,10,' 'K2.0' ' ' 'M18.9.3' ' ' 'V2.34.0' ' ' 'H2.0' ' ' 'P5.0' ' ' 'M2.0' ' ' 'V2.56.0' ' ' 'S17.0' ' ' 'N2.18' ' ' 'A16.0' ',1,K2.0,10
'K2.1','OTHER: Kaasa- kapha,1,' 'K2.1' ' ' 'A3.0' ',1,K2.1,1
'K2.1','OTHER: Kaasa- kapha,1,' 'K2.1' ' ' 'M10.1' ',1,K2.1,1
'K2.1','OTHER: Kaasa- kapha,1,' 'K2.1' ' ' 'M2.0' ',2,K2.1,1
'K2.1','OTHER: Kaasa- kapha,1,' 'K2.1' ' ' 'N2.21.1' ' ' 'S16.0' ',1,K2.1,1
'K2.1','OTHER: Kaasa- kapha,1,' 'K2.1' ' ' 'P5.0' ',1,K2.1,1
'K2.1','OTHER: Kaasa- kapha,1,' 'K2.1' ' ' 'S13.11' ' ' 'V2.63' ' ' 'A11.0' ' ' 'K10.38A' ' ' 'V6.0' ',1,K2.1,1
'K2.1','OTHER: Kaasa- kapha,1,' 'K2.1' ' ' 'S15.32' ',1,K2.1,1
'K2.1','OTHER: Kaasa- kapha,1,' 'K2.1' ' ' 'S16.0' ',1,K2.1,1
'K2.1','OTHER: Kaasa- kapha,1,' 'K2.1' ' ' 'S16.0' ' ' 'V2.63' ',1,K2.1,1
'K2.1','OTHER: Kaasa- kapha,1,' 'K2.1' ' ' 'V1.0' ',1,K2.1,1
'K2.1','OTHER: Kaasa- kapha,1,' 'K2.1' ' ' 'V2.0' ',1,K2.1,1
'K2.1','OTHER: Kaasa- kapha,1,' 'K2.1' ' ' 'V2.63' ',1,K2.1,1
'K2.1','OTHER: Kaasa- kapha,1,' 'K2.1' ' ' 'V2.77' ' ' 'MS G1.0' ',1,K2.1,1
'K2.1' 'A3.0','OTHER: Kaasa- kapha 'RMSD: Abhighataja Shoola,2,' 'K2.1' ' ' 'A3.0' ',1,K2.1,2
'K2.1' 'M10.1','OTHER: Kaasa- kapha 'Metabolic: Medoroga - Sthula medho roga,2,' 'K2.1' ' ' 'M10.1' ',1,K2.1,2
'K2.1' 'M2.0','OTHER: Kaasa- kapha 'Metabolic: Madhumeha,2,' 'K2.1' ' ' 'M2.0' ',2,K2.1,2
'K2.1' 'N2.21.1','OTHER: Kaasa- kapha 'OTHER: Naasaa Roga - Pratishyaaya - Dushta Pratishyaaya,2,' 'K2.1' ' ' 'N2.21.1' ' ' 'S16.0' ',1,K2.1,2
'K2.1' 'P5.0','OTHER: Kaasa- kapha 'Metabolic: Prameha,2,' 'K2.1' ' ' 'P5.0' ',1,K2.1,2
'K2.1' 'S13.11','OTHER: Kaasa- kapha 'RMSD: Sthaanabhedena Graha - Katee Graha,2,' 'K2.1' ' ' 'S13.11' ' ' 'V2.63' ' ' 'A11.0' ' ' 'K10.38A' ' ' 'V6.0' ',1,K2.1,2
'K2.1' 'S15.32','OTHER: Kaasa- kapha 'RMSD: Sthaanabhedena Shoola - Paarshni Shoola,2,' 'K2.1' ' ' 'S15.32' ',1,K2.1,2
'K2.1' 'S16.0','OTHER: Kaasa- kapha 'Metabolic: Sthaulya,2,' 'K2.1' ' ' 'S16.0' ',1,K2.1,2
'K2.1' 'S16.0','OTHER: Kaasa- kapha 'Metabolic: Sthaulya,2,' 'K2.1' ' ' 'S16.0' ' ' 'V2.63' ',1,K2.1,2
'K2.1' 'V1.0','OTHER: Kaasa- kapha 'RMSD: Vaatarakta,2,' 'K2.1' ' ' 'V1.0' ',1,K2.1,2
'K2.1' 'V2.0','OTHER: Kaasa- kapha 'RMSD: Vaatavyaadhi,2,' 'K2.1' ' ' 'V2.0' ',1,K2.1,2
'K2.1' 'V2.63','OTHER: Kaasa- kapha 'RMSD: Vaatavyaadhi - Sandhigata Vaata,2,' 'K2.1' ' ' 'V2.63' ',1,K2.1,2
'K2.1' 'V2.77','OTHER: Kaasa- kapha 'RMSD: Vaatavyaadhi - Vishvaachee,2,' 'K2.1' ' ' 'V2.77' ' ' 'MS G1.0' ',1,K2.1,2
'K2.1' 'N2.21.1' 'S16.0','OTHER: Kaasa- kapha 'OTHER: Naasaa Roga - Pratishyaaya - Dushta Pratishyaaya 'Metabolic: Sthaulya,3,' 'K2.1' ' ' 'N2.21.1' ' ' 'S16.0' ',1,K2.1,3
'K2.1' 'S13.11' 'V2.63','OTHER: Kaasa- kapha 'RMSD: Sthaanabhedena Graha - Katee Graha 'RMSD: Vaatavyaadhi - Sandhigata Vaata,3,' 'K2.1' ' ' 'S13.11' ' ' 'V2.63' ' ' 'A11.0' ' ' 'K10.38A' ' ' 'V6.0' ',1,K2.1,3
'K2.1' 'S16.0' 'V2.63','OTHER: Kaasa- kapha 'Metabolic: Sthaulya 'RMSD: Vaatavyaadhi - Sandhigata Vaata,3,' 'K2.1' ' ' 'S16.0' ' ' 'V2.63' ',1,K2.1,3
'K2.1' 'V2.77' 'MS G1.0','OTHER: Kaasa- kapha 'RMSD: Vaatavyaadhi - Vishvaachee 'OTHER: Greeva Graha,3,' 'K2.1' ' ' 'V2.77' ' ' 'MS G1.0' ',1,K2.1,3
'K2.1' 'S13.11' 'V2.63' 'A11.0','OTHER: Kaasa- kapha 'RMSD: Sthaanabhedena Graha - Katee Graha 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Arshas,4,' 'K2.1' ' ' 'S13.11' ' ' 'V2.63' ' ' 'A11.0' ' ' 'K10.38A' ' ' 'V6.0' ',1,K2.1,4
'K2.1' 'S13.11' 'V2.63' 'A11.0' 'K10.38A','OTHER: Kaasa- kapha 'RMSD: Sthaanabhedena Graha - Katee Graha 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa,5,' 'K2.1' ' ' 'S13.11' ' ' 'V2.63' ' ' 'A11.0' ' ' 'K10.38A' ' ' 'V6.0' ',1,K2.1,5
'K2.1' 'S13.11' 'V2.63' 'A11.0' 'K10.38A' 'V6.0','OTHER: Kaasa- kapha 'RMSD: Sthaanabhedena Graha - Katee Graha 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'OTHER: Vidradhi,6,' 'K2.1' ' ' 'S13.11' ' ' 'V2.63' ' ' 'A11.0' ' ' 'K10.38A' ' ' 'V6.0' ',1,K2.1,6
'K2.2','OTHER: Kaasa- kshataja,1,' 'K2.2' ' ' 'V2.63' ' ' 'S4.0' ' ' 'N4.0' ',1,K2.2,1
'K2.2' 'V2.63','OTHER: Kaasa- kshataja 'RMSD: Vaatavyaadhi - Sandhigata Vaata,2,' 'K2.2' ' ' 'V2.63' ' ' 'S4.0' ' ' 'N4.0' ',1,K2.2,2
'K2.2' 'V2.63' 'S4.0','OTHER: Kaasa- kshataja 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Shvaasa,3,' 'K2.2' ' ' 'V2.63' ' ' 'S4.0' ' ' 'N4.0' ',1,K2.2,3
'K2.2' 'V2.63' 'S4.0' 'N4.0','OTHER: Kaasa- kshataja 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Shvaasa 'OTHER: Netra Roga,4,' 'K2.2' ' ' 'V2.63' ' ' 'S4.0' ' ' 'N4.0' ',1,K2.2,4
'K2.5','OTHER: Kaasa- vata,1,' 'K2.5' ' ' 'M10.2' ',1,K2.5,1
'K2.5','OTHER: Kaasa- vata,1,' 'K2.5' ' ' 'M10.2' ' ' 'K2.1' ' ' 'K2.0' ',1,K2.5,1
'K2.5','OTHER: Kaasa- vata,1,' 'K2.5' ' ' 'O1.2' ' ' 'J1.0' ' ' 'A7.0' ' ' 'K2.0' ' ' 'A1.0' ' ' 'V2.63' ' ' 'A2.0' ' ' 'A7A.0' ' ' 'S3.0' ',1,K2.5,1
